rank,delta_rank,ticker,name,sector,industry,cap_band,close,rs_ratio,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
278,140,APH,Amphenol,Information Technology,Electronic Components,large,132.06,1.1029,1.067,0.8169,0.74,STRONG_UP,1.7,55.46,96.77,-28.19,57.6,47.4,1.8314,HIGH,EARLY,133.0605,134.9674,132.5988,0,67.3928,WEAK,30.3076
295,180,EL,Estée Lauder Companies (The),Consumer Staples,Personal Care Products,large,88.32,0.9995,1.0856,1.0511,0.6511,STRONG_UP,2.68,40.88,-27.26,-43.62,52.4,55.88,1.7975,HIGH,SHIFT,81.046,78.1126,93.1574,0,38.3353,WEAK,29.4828
340,16,PPTA,PERPETUA RESOURCES CORP,Materials,,mid,25.32,1.2989,0.9347,0.8047,0.6791,STRONG_UP,14.83,83.08,331.35,-33.8,53.6,75.3,1.7185,HIGH,EARLY,28.2195,28.7579,25.9451,0,59.1381,WEAK,27.3195
383,131,PRIM,PRIMORIS SERVICES CORP,Industrials,,mid,117.55,1.1766,1.0642,0.6344,0.6559,FLAT,0.83,65.85,122.49,-50.11,55.2,117.71,1.7431,HIGH,EARLY,134.452,145.2036,136.1549,0,30.8785,WEAK,25.3265
653,-80,INTU,Intuit,Information Technology,Application Software,large,319.94,0.3178,0.7805,0.7483,0.758,FLAT,-49.56,-55.21,-50.98,-61.71,47.2,63.79,3.0576,HIGH,EARLY,385.3855,402.0313,556.5886,0,-40.8517,WEAK,18.4413
782,149,ZBRA,Zebra Technologies,Information Technology,Electronic Equipment & Instruments,large,255.55,0.6379,0.9664,1.0394,0.918,FLAT,11.89,-10.08,-21.14,-41.62,49.6,43.23,1.622,HIGH,SHIFT,235.855,223.9412,259.6143,0,-11.57,WEAK,16.2686
832,-6,IBM,IBM,Information Technology,IT Consulting & Other Services,large,253.84,0.7141,1.1207,1.0209,0.9447,STRONG_UP,-11.44,0.66,57.15,-30.96,54.8,40.86,2.6901,HIGH,SHIFT,227.6779,236.5586,266.5688,0,0.8828,WEAK,15.5223
834,19,ACHR,ARCHER AVIATION INC CLASS A,Industrials,,mid,6.36,0.4261,1.0566,1.0334,0.7494,STRONG_UP,-7.42,-39.94,93.9,-63.78,47.6,59.48,2.3475,HIGH,SHIFT,6.0865,5.8448,8.0425,0,-31.9654,WEAK,15.4629
838,14,WDAY,"Workday, Inc.",Information Technology,Application Software,large,128.14,0.382,0.9778,0.9909,0.8336,FLAT,-40.9,-46.16,-50.89,-55.52,50.0,54.0,1.9298,HIGH,SHIFT,124.2015,125.6762,187.6269,0,-42.7425,WEAK,15.3723
855,300,CVCO,CAVCO INDUSTRIES INC,Consumer Discretionary,,mid,509.17,0.764,1.0931,0.8739,0.7312,STRONG_UP,-6.43,7.69,43.64,-34.68,53.6,45.75,2.2593,HIGH,SHIFT,489.526,495.4232,547.254,0,9.0151,WEAK,15.1512
910,93,TDS,TELEPHONE AND DATA SYSTEMS INC,Communication,,mid,39.3,0.834,0.9331,0.8051,0.7489,STRONG_UP,4.59,17.56,110.73,-17.34,52.4,30.02,2.1082,HIGH,EARLY,43.3755,43.7626,41.3775,0,30.6519,WEAK,14.2193
974,-177,TTWO,Take-Two Interactive,Communication Services,Interactive Home Entertainment,large,227.55,0.7175,0.9241,1.0,0.9441,FLAT,-3.32,1.14,49.38,-27.68,50.4,31.66,3.5878,HIGH,SHIFT,226.4,212.562,231.8857,0,1.8113,WEAK,13.1371
1233,61,AZO,AutoZone,Consumer Discretionary,Automotive Retail,large,3406.5,0.6316,0.9954,0.8818,0.7626,STRONG_UP,-11.52,-10.98,22.64,-25.48,49.2,30.66,2.5234,HIGH,EARLY,3472.2585,3462.2392,3740.0181,0,-17.6118,WEAK,8.9295
1246,80,PDD,PDD Holdings,Technology,EDP Services,large,94.52,0.5624,0.9788,0.893,0.7492,STRONG_UP,-16.3,-20.73,-38.48,-31.57,50.0,33.5,1.7748,HIGH,EARLY,97.924,99.6332,113.7684,0,-30.9422,WEAK,8.6423
1407,57,PBH,PRESTIGE CONSUMER HEALTHCARE INC,Health Care,,mid,48.0,0.3971,1.013,0.7542,0.5912,STRONG_UP,-18.88,-44.02,-24.8,-46.99,47.2,40.38,1.5631,HIGH,EARLY,51.9495,55.8978,61.7391,0,-51.4587,WEAK,5.6113
1483,-4,CPRT,Copart,Industrials,Diversified Support Services,large,33.79,0.4467,0.9938,0.9463,0.8114,STRONG_UP,-17.63,-37.04,-36.86,-39.82,47.2,24.55,1.7226,HIGH,SHIFT,33.314,33.266,39.8679,0,-71.2156,WEAK,3.3096
1487,29,PGR,Progressive Corporation,Financials,Property & Casualty Insurance,large,199.51,0.5436,0.9618,0.9198,0.8206,STRONG_UP,-6.07,-23.38,6.71,-29.4,47.6,21.76,1.8778,HIGH,PROGRESS,199.282,200.4161,211.6026,0,-51.1492,WEAK,3.2039
